ad_id,reporting_start,reporting_end,campaign_id,fb_campaign_id,age,gender,interest1,interest2,interest3,impressions,clicks,spent,total_conversion,approved_conversion,CTR
950531,19/08/2017,19/08/2017,936,123515,45-49,M,22,24,26,572.0,0,0.0,1.0,0.0,0.0
950537,19/08/2017,19/08/2017,936,123516,40-44,M,36,41,40,1884.0,1,1.409999967,1.0,0.0,0.0005307855626326964
950550,19/08/2017,19/08/2017,936,123519,30-34,M,30,35,36,219.0,0,0.0,1.0,0.0,0.0
950577,19/08/2017,19/08/2017,936,123523,30-34,M,32,38,34,540.0,0,0.0,1.0,1.0,0.0
950578,19/08/2017,19/08/2017,936,123523,30-34,M,32,37,37,550.0,0,0.0,1.0,0.0,0.0
950595,18/08/2017,18/08/2017,936,123526,30-34,M,26,30,31,465.0,0,0.0,1.0,0.0,0.0
950609,18/08/2017,18/08/2017,936,123528,30-34,M,29,31,35,1761.0,0,0.0,1.0,1.0,0.0
950629,23/08/2017,23/08/2017,936,123532,30-34,M,65,67,68,152.0,0,0.0,1.0,1.0,0.0
950631,23/08/2017,23/08/2017,936,123532,30-34,M,65,70,70,152.0,0,0.0,1.0,1.0,0.0
950649,23/08/2017,23/08/2017,936,123535,30-34,M,64,67,70,429.0,0,0.0,1.0,0.0,0.0
950745,18/08/2017,18/08/2017,936,123551,30-34,M,29,32,31,1514.0,0,0.0,2.0,2.0,0.0
950770,18/08/2017,18/08/2017,936,123555,30-34,M,28,31,30,7780.0,3,4.329999924,2.0,2.0,0.00038560411311053987
950772,18/08/2017,18/08/2017,936,123556,35-39,M,28,30,33,460.0,0,0.0,1.0,0.0,0.0
950773,18/08/2017,18/08/2017,936,123556,35-39,M,28,29,32,471.0,0,0.0,1.0,0.0,0.0
950776,18/08/2017,18/08/2017,936,123556,35-39,M,28,29,32,2633.0,1,1.070000052,1.0,0.0,0.00037979491074819596
950787,18/08/2017,18/08/2017,936,123558,30-34,M,27,32,30,199.0,0,0.0,1.0,0.0,0.0
950808,22/08/2017,22/08/2017,936,123562,35-39,M,32,33,38,398.0,0,0.0,1.0,0.0,0.0
950839,22/08/2017,22/08/2017,936,123567,30-34,M,24,29,25,246.0,0,0.0,2.0,2.0,0.0
950878,19/08/2017,19/08/2017,936,123573,40-44,M,10,11,15,2967.0,1,1.5,1.0,1.0,0.0003370407819346141
950969,19/08/2017,19/08/2017,936,123588,45-49,M,36,38,40,255.0,0,0.0,1.0,0.0,0.0
951021,19/08/2017,19/08/2017,936,123597,30-34,F,7,13,9,457.0,0,0.0,1.0,1.0,0.0
951033,19/08/2017,19/08/2017,936,123599,30-34,F,10,13,13,5517.0,1,1.230000019,1.0,0.0,0.00018125793003443902
951035,19/08/2017,19/08/2017,936,123599,30-34,F,10,15,12,1539.0,0,0.0,1.0,1.0,0.0
951043,19/08/2017,19/08/2017,936,123601,30-34,F,16,22,17,3189.0,0,0.0,1.0,0.0,0.0
951045,19/08/2017,19/08/2017,936,123601,30-34,F,16,20,21,3348.0,0,0.0,1.0,0.0,0.0
951046,19/08/2017,19/08/2017,936,123601,30-34,F,16,18,17,20050.0,4,4.659999847,4.0,1.0,0.00019950124688279303
951102,19/08/2017,19/08/2017,936,123611,45-49,M,16,18,19,2254.0,0,0.0,1.0,0.0,0.0
951105,19/08/2017,19/08/2017,936,123611,45-49,M,16,20,21,5894.0,1,1.539999962,1.0,1.0,0.00016966406515100103
951133,18/08/2017,18/08/2017,936,123616,35-39,M,16,21,19,9948.0,2,2.720000029,2.0,0.0,0.0002010454362685967
951202,18/08/2017,18/08/2017,936,123627,45-49,F,26,29,28,5307.0,3,4.289999962,2.0,1.0,0.0005652911249293386
951225,18/08/2017,18/08/2017,936,123631,35-39,F,22,28,28,4621.0,2,3.25,1.0,1.0,0.00043280675178532783
951270,18/08/2017,18/08/2017,936,123639,35-39,F,18,21,19,784.0,0,0.0,1.0,1.0,0.0
951282,18/08/2017,18/08/2017,936,123641,35-39,F,16,22,17,5775.0,1,1.580000043,1.0,1.0,0.00017316017316017316
951285,19/08/2017,19/08/2017,936,123641,35-39,F,16,20,20,9297.0,2,2.619999886,2.0,1.0,0.00021512315800795956
951294,19/08/2017,19/08/2017,936,123643,35-39,F,15,16,17,699.0,0,0.0,1.0,0.0,0.0
951305,19/08/2017,19/08/2017,936,123644,35-39,F,10,12,13,1104.0,0,0.0,1.0,0.0,0.0
951334,18/08/2017,18/08/2017,936,123649,30-34,F,64,70,69,3717.0,1,1.539999962,1.0,0.0,0.0002690341673392521
951391,19/08/2017,19/08/2017,936,123659,30-34,F,28,29,33,2879.0,1,1.590000033,2.0,2.0,0.0003473428273706148
951392,20/08/2017,20/08/2017,936,123659,30-34,F,28,31,32,2749.0,1,1.389999986,1.0,0.0,0.0003637686431429611
951400,21/08/2017,21/08/2017,936,123660,45-49,F,10,12,15,24028.0,9,12.39000034,2.0,0.0,0.0003745630098218745
951402,21/08/2017,21/08/2017,936,123661,30-34,F,29,32,31,1118.0,0,0.0,1.0,1.0,0.0
951413,21/08/2017,21/08/2017,936,123662,30-34,F,26,29,27,1083.0,0,0.0,2.0,1.0,0.0
951420,21/08/2017,21/08/2017,936,123664,30-34,F,27,33,32,843.0,0,0.0,1.0,0.0,0.0
951444,21/08/2017,21/08/2017,936,123668,30-34,F,25,28,26,2983.0,1,0.970000029,1.0,0.0,0.00033523298692591353
951448,22/08/2017,22/08/2017,936,123668,30-34,F,25,30,28,696.0,0,0.0,1.0,0.0,0.0
951462,21/08/2017,21/08/2017,936,123671,45-49,F,16,20,19,7589.0,2,3.150000095,1.0,1.0,0.0002635393332454869
951464,21/08/2017,21/08/2017,936,123671,45-49,F,16,17,21,20997.0,10,11.94999981,1.0,0.0,0.000476258513120922
951465,21/08/2017,21/08/2017,936,123671,45-49,F,16,18,17,4617.0,1,1.360000014,1.0,0.0,0.00021659085986571366
951498,21/08/2017,21/08/2017,936,123677,45-49,F,20,22,21,259.0,0,0.0,1.0,0.0,0.0
951508,21/08/2017,21/08/2017,936,123678,30-34,F,18,21,22,1134.0,0,0.0,1.0,0.0,0.0
951542,20/08/2017,20/08/2017,936,123684,40-44,F,27,32,28,357.0,0,0.0,1.0,0.0,0.0
951607,20/08/2017,20/08/2017,936,123695,40-44,F,10,15,15,848.0,0,0.0,1.0,1.0,0.0
951608,20/08/2017,20/08/2017,936,123695,40-44,F,10,15,13,3149.0,1,1.480000019,1.0,0.0,0.00031756113051762465
951641,20/08/2017,20/08/2017,936,123700,40-44,F,2,4,7,87.0,0,0.0,1.0,1.0,0.0
951677,20/08/2017,20/08/2017,936,123706,35-39,F,27,28,31,2563.0,1,1.480000019,1.0,0.0,0.0003901677721420211
951692,21/08/2017,21/08/2017,936,123709,35-39,F,10,15,14,1107.0,0,0.0,1.0,0.0,0.0
951715,20/08/2017,20/08/2017,936,123713,45-49,F,64,65,65,10677.0,5,7.269999981,1.0,0.0,0.00046829633792263745
951756,20/08/2017,20/08/2017,936,123720,35-39,F,22,25,26,2189.0,1,0.409999996,1.0,0.0,0.00045682960255824577
951779,20/08/2017,20/08/2017,936,123723,45-49,F,27,32,29,3277.0,2,2.680000067,1.0,0.0,0.0006103143118706134
951782,24/08/2017,24/08/2017,936,123724,45-49,F,26,30,29,781.0,0,0.0,1.0,0.0,0.0
951810,24/08/2017,24/08/2017,936,123729,35-39,F,16,17,22,2226.0,0,0.0,1.0,0.0,0.0
951812,29/08/2017,29/08/2017,936,123729,35-39,F,16,18,18,16274.0,4,6.079999924,2.0,0.0,0.0002457908320019663
951837,29/08/2017,29/08/2017,936,123733,45-49,F,20,23,23,2077.0,1,1.50999999,1.0,1.0,0.00048146364949446316
951853,29/08/2017,29/08/2017,936,123736,30-34,F,20,23,25,529.0,0,0.0,0.0,0.0,0.0
951854,25/08/2017,25/08/2017,936,123736,30-34,F,20,26,25,487.0,0,0.0,1.0,0.0,0.0
951856,25/08/2017,25/08/2017,936,123736,30-34,F,20,23,21,4626.0,2,2.099999905,2.0,0.0,0.00043233895373973193
951941,25/08/2017,25/08/2017,936,123750,30-34,F,28,33,34,2764.0,1,1.559999943,1.0,1.0,0.000361794500723589
952001,25/08/2017,25/08/2017,936,123760,45-49,F,10,12,13,5447.0,2,2.960000038,1.0,0.0,0.00036717459151826694
952031,25/08/2017,25/08/2017,936,123765,40-44,F,16,17,17,28169.0,8,12.36999989,1.0,1.0,0.000284000142000071
952080,29/08/2017,29/08/2017,936,123774,40-44,F,27,30,30,415.0,0,0.0,1.0,0.0,0.0
952100,29/08/2017,29/08/2017,936,123777,35-39,F,29,31,30,810.0,0,0.0,1.0,1.0,0.0
1121091,28/08/2017,28/08/2017,1178,144531,30-34,M,10,11,15,1194718.0,141,254.049996,28.0,14.0,0.00011801948242179326
1121092,28/08/2017,28/08/2017,1178,144531,30-34,M,10,12,11,637648.0,67,122.4,13.0,5.0,0.0001050736456477555
1121094,28/08/2017,28/08/2017,1178,144531,30-34,M,10,16,15,24362.0,0,0.0,1.0,1.0,0.0
1121095,28/08/2017,28/08/2017,1178,144531,30-34,M,10,16,12,459690.0,50,86.33000112,5.0,2.0,0.00010876895299005852
1121096,28/08/2017,28/08/2017,1178,144531,30-34,M,10,11,16,750060.0,86,161.9099991,11.0,2.0,0.0001146574940671413
1121097,29/08/2017,29/08/2017,1178,144532,30-34,M,15,18,18,30068.0,1,1.820000052,1.0,0.0,3.3257948649727285e-05
1121098,29/08/2017,29/08/2017,1178,144532,30-34,M,15,18,21,1267550.0,123,236.7699986,24.0,10.0,9.703759220543568e-05
1121100,29/08/2017,29/08/2017,1178,144532,30-34,M,15,20,17,3052003.0,340,639.9499981,60.0,17.0,0.00011140224960460393
1121101,28/08/2017,28/08/2017,1178,144532,30-34,M,15,17,21,29945.0,1,1.590000033,2.0,1.0,3.3394556687259975e-05
1121102,25/08/2017,25/08/2017,1178,144532,30-34,M,15,18,20,357856.0,30,52.97000015,7.0,3.0,8.383260305821336e-05
1121104,25/08/2017,25/08/2017,1178,144533,30-34,M,16,20,20,2080666.0,202,360.1500015,40.0,21.0,9.708429896965683e-05
1121105,26/08/2017,26/08/2017,1178,144533,30-34,M,16,22,19,145999.0,9,16.5200001,5.0,2.0,6.164425783738245e-05
1121107,26/08/2017,26/08/2017,1178,144533,30-34,M,16,17,19,32616.0,1,1.539999962,2.0,0.0,3.06597988717194e-05
1121108,26/08/2017,26/08/2017,1178,144533,30-34,M,16,20,18,984521.0,95,163.8999972,26.0,14.0,9.64936248185666e-05
1121110,26/08/2017,26/08/2017,1178,144534,30-34,M,18,20,22,880814.0,123,210.3600006,6.0,2.0,0.00013964355698251843
1121111,26/08/2017,26/08/2017,1178,144534,30-34,M,18,19,21,182452.0,20,35.73000026,4.0,1.0,0.00010961787209786684
1121113,27/08/2017,27/08/2017,1178,144534,30-34,M,18,24,24,894911.0,120,215.8399994,7.0,4.0,0.00013409154653367766
1121114,27/08/2017,27/08/2017,1178,144534,30-34,M,18,23,23,31349.0,2,3.800000072,1.0,0.0,6.379788828989761e-05
1121115,26/08/2017,26/08/2017,1178,144535,30-34,M,19,21,21,410310.0,55,96.80000055,3.0,0.0,0.0001340449903731325
1121116,26/08/2017,26/08/2017,1178,144535,30-34,M,19,20,24,572450.0,89,157.329998,7.0,4.0,0.00015547209363263168
1121117,26/08/2017,26/08/2017,1178,144535,30-34,M,19,24,25,98759.0,15,26.56999946,1.0,1.0,0.00015188489150355918
1121119,25/08/2017,25/08/2017,1178,144535,30-34,M,19,21,22,345371.0,54,93.08999991,7.0,3.0,0.00015635360235804395
1121121,25/08/2017,25/08/2017,1178,144536,30-34,M,20,22,25,323899.0,46,78.9200002,5.0,1.0,0.00014201958017777148
1121122,25/08/2017,25/08/2017,1178,144536,30-34,M,20,21,25,399199.0,58,103.1500002,3.0,0.0,0.000145290945117598
1121123,25/08/2017,25/08/2017,1178,144536,30-34,M,20,24,22,171202.0,22,36.53000021,3.0,1.0,0.0001285031716919195
1121124,26/08/2017,26/08/2017,1178,144536,30-34,M,20,26,24,128386.0,15,28.85000002,2.0,1.0,0.00011683516894365429
1121125,26/08/2017,26/08/2017,1178,144536,30-34,M,20,26,24,1034284.0,152,257.7099986,20.0,9.0,0.0001469615695495628
1121126,26/08/2017,26/08/2017,1178,144536,30-34,M,20,21,24,45923.0,5,7.220000148,2.0,0.0,0.00010887790431809768
1121127,26/08/2017,26/08/2017,1178,144537,30-34,M,21,23,22,40873.0,4,7.899999976,2.0,1.0,9.786411567538473e-05
1121128,26/08/2017,26/08/2017,1178,144537,30-34,M,21,26,22,286553.0,34,62.06000042,2.0,1.0,0.00011865169794069509
1121129,28/08/2017,28/08/2017,1178,144537,30-34,M,21,25,25,20618.0,1,2.099999905,2.0,1.0,4.850130953535746e-05
1121131,28/08/2017,28/08/2017,1178,144537,30-34,M,21,27,25,83591.0,7,14.14000046,2.0,2.0,8.374107260350995e-05
1121132,21/08/2017,21/08/2017,1178,144537,30-34,M,21,23,27,114923.0,12,23.73000026,4.0,2.0,0.00010441774057412354
1121133,21/08/2017,21/08/2017,1178,144538,30-34,M,22,25,23,25002.0,1,1.710000038,1.0,0.0,3.999680025597952e-05
1121134,21/08/2017,21/08/2017,1178,144538,30-34,M,22,27,28,68905.0,5,9.440000057,1.0,0.0,7.256367462448299e-05
1121136,21/08/2017,21/08/2017,1178,144538,30-34,M,22,26,26,169588.0,16,27.79999924,1.0,0.0,9.43462980871288e-05
1121138,21/08/2017,21/08/2017,1178,144538,30-34,M,22,26,24,328991.0,35,67.65000057,5.0,2.0,0.00010638588897568627
1121141,21/08/2017,21/08/2017,1178,144539,30-34,M,23,29,27,23198.0,2,2.980000019,1.0,0.0,8.621432882145013e-05
1121142,21/08/2017,21/08/2017,1178,144539,30-34,M,23,24,27,26890.0,2,3.24000001,1.0,0.0,7.437709185570845e-05
1121143,21/08/2017,21/08/2017,1178,144539,30-34,M,23,28,27,221695.0,31,52.26000011,5.0,2.0,0.00013983175082884144
1121152,20/08/2017,20/08/2017,1178,144541,30-34,M,24,29,28,88443.0,7,13.0400002,1.0,1.0,7.914702124532185e-05
1121153,20/08/2017,20/08/2017,1178,144541,30-34,M,24,27,30,187856.0,23,38.38999975,5.0,1.0,0.00012243420492291968
1121164,19/08/2017,19/08/2017,1178,144545,30-34,M,25,31,30,570699.0,80,138.7699997,9.0,2.0,0.00014017897350442177
1121167,19/08/2017,19/08/2017,1178,144545,30-34,M,25,29,31,1063508.0,145,260.3800013,23.0,7.0,0.00013634124049842597
1121168,19/08/2017,19/08/2017,1178,144545,30-34,M,25,27,28,50523.0,6,8.549999952,1.0,0.0,0.00011875779348019714
1121172,20/08/2017,20/08/2017,1178,144547,30-34,M,26,30,28,87935.0,9,15.63000023,1.0,0.0,0.00010234832546767499
1121173,20/08/2017,20/08/2017,1178,144547,30-34,M,26,31,32,278225.0,33,60.19999957,3.0,0.0,0.00011860903944649115
1121175,20/08/2017,20/08/2017,1178,144547,30-34,M,26,28,29,209461.0,20,34.19000006,1.0,0.0,9.548316870443663e-05
1121177,20/08/2017,20/08/2017,1178,144547,30-34,M,26,28,29,26316.0,2,3.24000001,3.0,0.0,7.599939200486396e-05
1121181,20/08/2017,20/08/2017,1178,144549,30-34,M,27,32,29,41030.0,3,5.140000105,2.0,1.0,7.3117231294175e-05
1121182,20/08/2017,20/08/2017,1178,144549,30-34,M,27,28,33,876671.0,120,216.5599982,22.0,4.0,0.0001368814526772301
1121183,21/08/2017,21/08/2017,1178,144549,30-34,M,27,32,29,399392.0,53,93.07000041,5.0,0.0,0.00013270170659402292
1121184,22/08/2017,22/08/2017,1178,144549,30-34,M,27,31,29,283858.0,30,56.05999923,1.0,0.0,0.00010568664613997139
1121185,23/08/2017,23/08/2017,1178,144549,30-34,M,27,28,29,260699.0,31,54.09999871,5.0,2.0,0.00011891108136203054
1121193,23/08/2017,23/08/2017,1178,144552,30-34,M,28,34,29,57781.0,5,7.800000072,2.0,1.0,8.653363562416712e-05
1121195,23/08/2017,23/08/2017,1178,144552,30-34,M,28,34,33,38757.0,3,5.220000029,1.0,0.0,7.740537193281214e-05
1121196,23/08/2017,23/08/2017,1178,144552,30-34,M,28,29,29,1392288.0,206,358.5500029,31.0,7.0,0.00014795789376910524
1121197,23/08/2017,23/08/2017,1178,144552,30-34,M,28,30,32,1109387.0,159,280.9899995,13.0,2.0,0.00014332239335777326
1121202,28/08/2017,28/08/2017,1178,144554,30-34,M,29,32,34,581281.0,65,115.1200008,10.0,5.0,0.00011182199314961266
1121203,23/08/2017,23/08/2017,1178,144554,30-34,M,29,35,33,1048861.0,128,219.770002,22.0,8.0,0.0001220371431486155
1121205,23/08/2017,23/08/2017,1178,144554,30-34,M,29,32,30,297452.0,30,52.01999986,4.0,1.0,0.00010085660879738579
1121206,23/08/2017,23/08/2017,1178,144554,30-34,M,29,34,31,227925.0,22,35.30999994,22.0,12.0,9.652297905012614e-05
1121207,23/08/2017,23/08/2017,1178,144554,30-34,M,29,34,31,374175.0,38,63.32000101,8.0,3.0,0.00010155675820137636
1121211,23/08/2017,23/08/2017,1178,144556,30-34,M,30,32,31,223586.0,32,54.24000037,1.0,0.0,0.0001431216623581083
1121213,22/08/2017,22/08/2017,1178,144556,30-34,M,30,31,35,283170.0,39,65.22999996,2.0,1.0,0.00013772645407352473
1121215,22/08/2017,22/08/2017,1178,144556,30-34,M,30,31,34,41636.0,3,4.210000038,1.0,0.0,7.20530310308387e-05
1121216,22/08/2017,22/08/2017,1178,144556,30-34,M,30,32,34,198658.0,30,48.60999978,8.0,1.0,0.0001510132992378862
1121220,22/08/2017,22/08/2017,1178,144558,30-34,M,31,37,35,100596.0,10,13.91999972,4.0,2.0,9.940753111455723e-05
1121223,22/08/2017,22/08/2017,1178,144558,30-34,M,31,37,35,64020.0,5,11.0599997,1.0,0.0,7.810059356451109e-05
1121224,23/08/2017,23/08/2017,1178,144558,30-34,M,31,32,33,14289.0,0,0.0,1.0,0.0,0.0
1121229,22/08/2017,22/08/2017,1178,144561,30-34,M,32,36,37,404866.0,43,87.42000079,4.0,0.0,0.00010620797992422184
1121231,22/08/2017,22/08/2017,1178,144561,30-34,M,32,36,35,22256.0,1,1.659999967,1.0,1.0,4.4931703810208485e-05
1121233,22/08/2017,22/08/2017,1178,144561,30-34,M,32,34,36,57690.0,4,6.74000001,1.0,0.0,6.933610677760443e-05
1121241,27/08/2017,27/08/2017,1178,144562,30-34,M,36,40,37,24952.0,5,8.220000267,3.0,2.0,0.00020038473869830073
1121242,27/08/2017,27/08/2017,1178,144562,30-34,M,36,37,39,38900.0,3,5.580000043,1.0,0.0,7.712082262210797e-05
1121243,22/08/2017,22/08/2017,1178,144562,30-34,M,36,42,42,53520.0,6,9.2299999,1.0,1.0,0.00011210762331838565
1121244,22/08/2017,22/08/2017,1178,144562,30-34,M,36,41,41,181683.0,20,34.22999972,2.0,1.0,0.00011008184585239125
1121245,22/08/2017,22/08/2017,1178,144562,30-34,M,36,37,40,29185.0,2,3.149999976,1.0,0.0,6.85283536063046e-05
1121246,22/08/2017,22/08/2017,1178,144562,30-34,M,36,41,38,105047.0,13,20.2099994,3.0,1.0,0.0001237541291041153
1121250,22/08/2017,22/08/2017,1178,144565,30-34,M,63,67,64,287976.0,31,59.43999982,3.0,2.0,0.00010764785954385087
1121251,23/08/2017,23/08/2017,1178,144565,30-34,M,63,65,69,212175.0,22,38.58999968,2.0,1.0,0.00010368799340167315
1121252,23/08/2017,23/08/2017,1178,144565,30-34,M,63,69,67,11139.0,0,0.0,1.0,1.0,0.0
1121254,22/08/2017,22/08/2017,1178,144565,30-34,M,63,64,65,124005.0,11,21.84999979,4.0,1.0,8.870610056046127e-05
1121255,22/08/2017,22/08/2017,1178,144565,30-34,M,63,64,67,20423.0,1,1.960000038,1.0,0.0,4.896440287910689e-05
1121261,22/08/2017,22/08/2017,1178,144567,30-34,M,64,67,65,103001.0,14,22.32000005,1.0,0.0,0.00013592101047562644
1121262,30/08/2017,30/08/2017,1178,144567,30-34,M,64,66,67,447420.0,66,110.2399991,7.0,2.0,0.00014751240445219258
1121263,30/08/2017,30/08/2017,1178,144567,30-34,M,64,66,69,156101.0,19,29.75000048,2.0,2.0,0.00012171606844286712
1121264,30/08/2017,30/08/2017,1178,144567,30-34,M,64,70,67,93015.0,12,18.47000015,1.0,0.0,0.00012901144976616675
1121265,22/08/2017,22/08/2017,1178,144568,30-34,M,65,70,68,145398.0,23,36.24000025,1.0,0.0,0.00015818649499993123
1121269,22/08/2017,22/08/2017,1178,144568,30-34,M,65,67,67,296413.0,50,76.43999958,3.0,1.0,0.0001686835597628984
1121273,22/08/2017,22/08/2017,1178,144569,30-34,M,2,4,4,9370.0,0,0.0,1.0,1.0,0.0
1121274,22/08/2017,22/08/2017,1178,144569,30-34,M,2,4,7,63785.0,7,11.80000019,6.0,2.0,0.00010974367014188289
1121275,22/08/2017,22/08/2017,1178,144569,30-34,M,2,8,3,118522.0,14,26.81999981,2.0,1.0,0.00011812153018005096
1121276,22/08/2017,22/08/2017,1178,144569,30-34,M,2,5,5,240123.0,38,65.67000115,5.0,4.0,0.00015825222906593704
1121277,23/08/2017,23/08/2017,1178,144570,30-34,M,7,9,13,169108.0,20,32.24000025,2.0,1.0,0.00011826761596139745
1121278,23/08/2017,23/08/2017,1178,144570,30-34,M,7,13,10,1044442.0,142,245.5999999,22.0,8.0,0.00013595776500753513
1121279,24/08/2017,24/08/2017,1178,144570,30-34,M,7,10,13,93891.0,11,17.6400001,5.0,3.0,0.00011715712901130034
1121282,24/08/2017,24/08/2017,1178,144570,30-34,M,7,11,10,185823.0,25,38.54999936,4.0,1.0,0.0001345366289425959
1121284,24/08/2017,24/08/2017,1178,144571,30-34,M,66,68,70,175631.0,23,40.75999951,1.0,0.0,0.00013095638013790276
1121285,24/08/2017,24/08/2017,1178,144571,30-34,M,66,68,70,37187.0,4,6.370000005,1.0,0.0,0.00010756447145507839
1121286,24/08/2017,24/08/2017,1178,144571,30-34,M,66,67,69,10991.0,0,0.0,1.0,0.0,0.0
1121287,24/08/2017,24/08/2017,1178,144571,30-34,M,66,69,69,344618.0,51,89.76000047,3.0,1.0,0.00014798994829057102
1121289,24/08/2017,24/08/2017,1178,144572,35-39,M,10,14,13,98066.0,9,16.1500001,1.0,0.0,9.177492708991904e-05
1121290,24/08/2017,24/08/2017,1178,144572,35-39,M,10,13,12,770749.0,100,189.1299984,13.0,3.0,0.0001297439244163794
1121291,24/08/2017,24/08/2017,1178,144572,35-39,M,10,16,14,52553.0,5,8.529999852,1.0,0.0,9.514204707628489e-05
1121292,23/08/2017,23/08/2017,1178,144572,35-39,M,10,15,16,362296.0,39,67.77000129,7.0,3.0,0.0001076467860533928
1121293,23/08/2017,23/08/2017,1178,144572,35-39,M,10,16,13,427729.0,50,96.8999989,4.0,1.0,0.00011689644611424524
1121296,23/08/2017,23/08/2017,1178,144573,35-39,M,15,17,19,180351.0,21,37.13000011,1.0,1.0,0.00011643960942828152
1121297,23/08/2017,23/08/2017,1178,144573,35-39,M,15,16,16,187329.0,29,53.15999961,2.0,1.0,0.00015480785142716824
1121300,23/08/2017,23/08/2017,1178,144573,35-39,M,15,16,17,782894.0,118,192.9299995,5.0,2.0,0.0001507228309324123
1121302,23/08/2017,23/08/2017,1178,144574,35-39,M,16,17,22,1206533.0,128,236.1199988,17.0,6.0,0.00010608909992515746
1121303,23/08/2017,23/08/2017,1178,144574,35-39,M,16,19,21,84494.0,7,12.57000017,2.0,0.0,8.284611925107108e-05
1121304,23/08/2017,23/08/2017,1178,144574,35-39,M,16,17,20,94257.0,7,12.5800004,1.0,1.0,7.426504132319085e-05
1121309,23/08/2017,23/08/2017,1178,144575,35-39,M,18,24,20,131060.0,16,28.04999959,2.0,1.0,0.0001220814893941706
1121310,23/08/2017,23/08/2017,1178,144575,35-39,M,18,21,19,341603.0,50,83.48000121,4.0,2.0,0.0001463687379794674
1121311,30/08/2017,30/08/2017,1178,144575,35-39,M,18,20,24,140749.0,19,30.4799999,1.0,1.0,0.0001349920780964696
1121312,30/08/2017,30/08/2017,1178,144575,35-39,M,18,19,21,102525.0,13,20.29999983,2.0,1.0,0.00012679834186783711
1121316,28/08/2017,28/08/2017,1178,144576,35-39,M,19,23,23,447952.0,68,131.5799983,8.0,1.0,0.0001518019787834411
1121317,28/08/2017,28/08/2017,1178,144576,35-39,M,19,25,23,76355.0,9,14.62999988,2.0,0.0,0.00011787047344640168
1121319,28/08/2017,28/08/2017,1178,144577,35-39,M,20,26,26,256598.0,38,64.46999931,6.0,1.0,0.0001480915673543831
1121321,28/08/2017,28/08/2017,1178,144577,35-39,M,20,21,21,127476.0,21,30.15000057,3.0,2.0,0.000164736891650193
1121322,28/08/2017,28/08/2017,1178,144577,35-39,M,20,22,24,237603.0,37,62.25000024,5.0,2.0,0.00015572193953780045
1121327,28/08/2017,28/08/2017,1178,144578,35-39,M,21,22,22,271091.0,42,78.03999984,3.0,1.0,0.00015492952550988414
1121330,28/08/2017,28/08/2017,1178,144578,35-39,M,21,23,22,21743.0,2,3.400000095,1.0,0.0,9.198362691440924e-05
1121333,28/08/2017,28/08/2017,1178,144579,35-39,M,22,25,25,88970.0,10,14.8300004,2.0,0.0,0.00011239743733842868
1121334,28/08/2017,28/08/2017,1178,144579,35-39,M,22,24,26,108362.0,13,22.42999983,1.0,1.0,0.00011996825455417951
1121335,28/08/2017,28/08/2017,1178,144579,35-39,M,22,25,23,188596.0,27,44.14000034,3.0,0.0,0.00014316316358777492
1121336,27/08/2017,27/08/2017,1178,144579,35-39,M,22,24,24,275080.0,43,69.65999997,4.0,3.0,0.0001563181619892395
1121337,27/08/2017,27/08/2017,1178,144580,35-39,M,23,28,28,64647.0,10,16.26999998,1.0,0.0,0.00015468621900474887
1121338,27/08/2017,27/08/2017,1178,144580,35-39,M,23,27,24,31265.0,4,5.789999902,1.0,0.0,0.00012793858947705101
1121340,27/08/2017,27/08/2017,1178,144580,35-39,M,23,27,28,140147.0,24,42.08000016,2.0,0.0,0.00017124876023032957
1121341,27/08/2017,27/08/2017,1178,144580,35-39,M,23,26,27,223120.0,40,67.66999984,1.0,0.0,0.00017927572606669058
1121342,28/08/2017,28/08/2017,1178,144580,35-39,M,23,29,27,104869.0,18,34.07000089,1.0,0.0,0.00017164271615062603
1121344,28/08/2017,28/08/2017,1178,144581,35-39,M,24,27,27,165177.0,23,41.71999967,4.0,1.0,0.0001392445679483221
1121345,27/08/2017,27/08/2017,1178,144581,35-39,M,24,29,29,84194.0,11,19.56999981,1.0,0.0,0.0001306506401881369
1121347,27/08/2017,27/08/2017,1178,144581,35-39,M,24,25,28,220581.0,31,57.37,1.0,1.0,0.00014053794297786302
1121350,29/08/2017,29/08/2017,1178,144582,35-39,M,25,27,31,75804.0,10,17.36999965,2.0,1.0,0.00013191915993878952
1121352,29/08/2017,29/08/2017,1178,144582,35-39,M,25,30,29,368986.0,59,100.289999,0.0,0.0,0.0001598976654940838
1121353,30/08/2017,30/08/2017,1178,144582,35-39,M,25,30,27,28194.0,3,3.709999919,2.0,0.0,0.00010640561821664184
1121355,29/08/2017,29/08/2017,1178,144583,35-39,M,26,29,27,99961.0,14,23.2099998,1.0,0.0,0.0001400546213023079
1121359,29/08/2017,29/08/2017,1178,144583,35-39,M,26,28,27,7573.0,0,0.0,1.0,0.0,0.0
1121361,30/08/2017,30/08/2017,1178,144584,35-39,M,27,28,33,685781.0,103,177.8899992,10.0,1.0,0.00015019372073592007
1121364,30/08/2017,30/08/2017,1178,144584,35-39,M,27,30,28,274222.0,43,66.7700001,2.0,1.0,0.0001568072583527215
1121365,30/08/2017,30/08/2017,1178,144584,35-39,M,27,33,31,110503.0,25,32.67999995,4.0,0.0,0.0002262382016777825
